SessionID,Time,ItemID
343,1396867450.79,214594678
343,1396867481.17,214594680
339,1396893861.435,214640477
339,1396895365.611,214640477
344,1396876252.503,214638480
344,1396876410.924,214551570
344,1396876490.003,214638480
371,1396882270.883,214826801
371,1396882350.638,214826700
371,1396882416.908,214840378
367,1396863732.632,214821290
367,1396863794.982,214821290
412,1396891294.281,214537775
412,1396891305.498,214556840
412,1396891307.371,214687685
399,1396850762.53,214821307
399,1396852140.933,214821309
399,1396852171.303,214821339
387,1396872072.993,214509084
387,1396872074.394,214509084
388,1396868863.262,214835120
388,1396868933.748,214835120
426,1396847375.243,214826619
426,1396847411.627,214821300
426,1396847766.167,214826955
478,1396896161.637,214821339
478,1396896301.671,214551626
473,1396895026.993,214839373
473,1396895028.553,214684513
452,1396902204.831,214684093
452,1396902449.412,214684093
452,1396902572.674,214684093
452,1396902773.748,214684093
451,1396868620.387,214839902
451,1396868620.388,214820252
451,1396868620.389,214644317
448,1396870146.987,214581489
448,1396870179.227,214602605
448,1396870195.759,214680371
448,1396870280.742,214581489
448,1396870295.451,214680371
509,1396871012.927,214835120
509,1396871057.731,214839313
507,1396865873.058,214717498
507,1396865954.732,214821024
507,1396866002.949,214567005
507,1396866020.775,214567005
503,1396888977.865,214826810
503,1396890732.252,214826705
503,1396890841.162,214835940
496,1396889180.89,214839313
496,1396889203.303,214827000
496,1396889298.8,214826621
496,1396889312.712,214826621
496,1396889362.455,214826617
496,1396889376.386,214826617
496,1396889401.678,214821300
496,1396889433.295,214821300
496,1396889443.605,214826998
496,1396889463.744,214826908
496,1396889476.819,214826908
496,1396889487.341,214821300
496,1396889564.614,214827002
496,1396889580.158,214753515
496,1396889609.092,214826932
496,1396889639.574,214826932
496,1396889659.576,214662742
496,1396889674.505,214698420
496,1396889693.245,214574672
496,1396889715.677,214554765
496,1396889755.86,214690845
496,1396889782.584,214716110
496,1396889807.44,214819719
496,1396889821.911,214819719
496,1396889850.502,214717286
496,1396889883.005,214819762
496,1396889904.502,214819762
496,1396889913.918,214819760
496,1396889929.426,214819760
496,1396889972.969,214826837
496,1396889989.234,214826837
496,1396889998.456,214826872
496,1396890011.124,214826872
496,1396890026.787,214826872
496,1396890041.572,214826872
496,1396890069.207,214826876
496,1396890082.621,214826876
496,1396890138.091,214837442
496,1396890216.43,214821341
496,1396890265.92,214753507
496,1396890282.24,214748300
496,1396890341.71,214548744
496,1396890358.01,214548744
496,1396890375.217,214537850
496,1396890429.072,214717003
496,1396890466.296,214691396
496,1396890511.556,214670070
496,1396890582.295,214832653
496,1396890591.422,214716984
496,1396890607.976,214832657
496,1396890680.513,214840378
496,1396890823.33,214639903
496,1396890988.116,214629292
496,1396891025.799,214629122
496,1396891073.89,214629120
496,1396891123.996,214629120
496,1396891488.238,214676570
496,1396891504.122,214676570
496,1396891538.625,214696423
496,1396891550.541,214696423
496,1396891564.588,214668275
496,1396891576.054,214639702
496,1396891667.715,214676570
496,1396891679.151,214676570
496,1396892007.957,214629120
496,1396892036.221,214629122
496,1396892255.011,214629292
496,1396892461.891,214819719
496,1396892696.996,214835120
496,1396893290.851,214629120
496,1396894219.398,214744779
496,1396894240.303,214744779
496,1396894258.017,214744779
496,1396894266.359,214820458
496,1396894281.067,214820458
496,1396894333.002,214744779
496,1396894377.057,214826872
496,1396894387.197,214826872
482,1396869428.426,214551626
482,1396869430.575,214551626
554,1396920970.32,214829312
554,1396921003.1,214774685
554,1396921346.266,214837391
554,1396921565.007,214828867
554,1396921863.413,214652882
562,1396863597.446,214535621
562,1396863805.015,214821313
574,1396863701.599,214672963
574,1396864056.529,214672946
574,1396864176.667,214821290
574,1396864229.785,214672946
526,1396908758.749,214826619
526,1396908796.22,214826932
526,1396908798.075,214826932
532,1396902428.838,214840901
532,1396902543.943,214842440
532,1396902723.075,214835120
614,1396858548.048,214601810
614,1396858574.162,214536907
614,1396858585.215,214601810
614,1396858615.02,214601810
614,1396858776.657,214613893
614,1396858818.406,214508852
614,1396858904.333,214826780
614,1396858922.204,214826780
614,1396858933.647,214601810
617,1396849595.958,214833800
617,1396849729.897,214843667
617,1396849845.249,214838456
626,1396897877.562,214827007
626,1396897907.407,214826925
626,1396897938.899,214827000
626,1396898007.137,214716710
626,1396898108.313,214716707
626,1396898124.24,214716710
626,1396898226.379,214563133
626,1396898255.424,214563133
626,1396898289.493,214827005
626,1396898343.972,214827007
626,1396898376.322,214834865
626,1396898430.941,214827000
626,1396898468.702,214827000
626,1396898505.668,214826925
626,1396898578.506,214827007
626,1396898608.707,214826925
626,1396898741.954,214706441
626,1396898866.258,214821309
626,1396899005.586,214821309
626,1396899073.36,214821339
626,1396899176.617,214821309
626,1396899267.572,214821309
628,1396894859.548,214612695
628,1396894864.177,214612695
628,1396895788.043,214672963
628,1396895939.436,214717003
634,1396885197.777,214684841
634,1396885854.624,214684841
636,1396866683.128,214684513
636,1396866692.327,214684513
576,1396901100.222,214672946
576,1396901162.46,214821290
576,1396901178.715,214672946
576,1396901197.147,214510802
576,1396901390.817,214510044
576,1396901415.41,214672946
576,1396901540.308,214510802
576,1396901629.037,214672946
597,1396901093.066,214743335
597,1396901102.625,214748334
597,1396901119.51,214753515
603,1396855662.964,214684513
603,1396855693.059,214839373
603,1396858811.532,214684513
681,1396899430.545,214820842
681,1396899549.997,214821305
678,1396891097.306,214652460
678,1396891154.977,214652460
678,1396891199.432,214564687
678,1396891212.033,214564687
678,1396891458.087,214557497
678,1396891510.215,214557497
652,1396890884.073,214585397
652,1396891153.465,214839313
652,1396893119.733,214585397
666,1396859159.18,214820441
666,1396859178.417,214839995
747,1396864129.142,214545836
747,1396864207.55,214545825
751,1396922290.922,214685795
751,1396922444.339,214577567
751,1396922564.417,214640893
751,1396922587.903,214640893
751,1396922689.923,214587898
741,1396882540.109,214835120
741,1396882665.383,214821277
766,1396871162.576,214684115
766,1396871262.77,214833800
766,1396871441.737,214833802
766,1396871491.349,214587650
766,1396871542.087,214535617
766,1396871559.901,214535589
704,1396875968.151,214717007
704,1396875969.543,214717007
706,1396891399.864,214602605
706,1396891445.988,214712235
728,1396854906.373,214821277
728,1396854916.172,214821277
721,1396858290.09,214717331
721,1396858451.034,214826810
721,1396858494.237,214839373
721,1396858670.645,214546102
721,1396858786.832,214829312
721,1396858851.592,214821272
821,1396862279.268,214695073
821,1396862332.634,214695071
821,1396862360.19,214695073
821,1396865000.815,214695069
821,1396865032.523,214717406
821,1396865054.886,214695069
821,1396865074.166,214717406
821,1396865101.019,214695069
829,1396883284.587,214819430
829,1396883294.936,214819430
829,1396883304.024,214819430
829,1396883321.891,214819430
829,1396883500.655,214609325
829,1396883508.551,214609325
829,1396883611.776,214826912
829,1396883858.385,214684845
802,1396857900.868,214533020
802,1396859109.693,214821339
802,1396859246.423,214821339
803,1396869733.871,214539845
803,1396869752.045,214744530
803,1396869769.378,214744530
803,1396869804.681,214744530
803,1396869811.433,214744530
803,1396869816.265,214744530
803,1396869824.294,214744530
803,1396869839.22,214744530
803,1396869844.718,214744530
803,1396870064.406,214744530
803,1396870068.984,214744530
808,1396904119.669,214821277
808,1396904134.222,214821277
791,1396877361.355,214821305
791,1396877389.177,214821341
884,1396852491.117,214826891
884,1396852500.75,214826955
872,1396865847.47,214638480
872,1396865919.28,214551594
873,1396868595.231,214820252
873,1396868695.286,214717312
873,1396868707.947,214820252
874,1396859525.226,214821275
874,1396859617.055,214746386
874,1396859669.094,214601462
874,1396859788.982,214746386
874,1396860269.181,214601462
874,1396860894.782,214587028
874,1396861076.687,214717331
877,1396899723.108,214826816
877,1396899739.874,214826816
877,1396899845.786,214826608
877,1396899899.263,214826608
877,1396899938.091,214821277
877,1396900013.826,214821290
877,1396900057.288,214821290
877,1396900125.878,214826801
877,1396900382.766,214691426
877,1396900464.117,214664919
877,1396900519.418,214664919
877,1396900633.052,214687685
877,1396900714.72,214536502
877,1396901088.436,214826747
877,1396901156.703,214712107
877,1396902124.369,214838503
862,1396869992.948,214820233
862,1396870034.111,214820227
862,1396870047.461,214584907
839,1396900945.507,214718158
839,1396901098.19,214701309
843,1396899845.544,214716971
843,1396899935.129,214716941
951,1396869809.433,214826925
951,1396869811.965,214826925
951,1396869916.962,214826925
951,1396869995.283,214826837
951,1396869996.93,214826837
926,1396850854.363,214586711
926,1396851527.623,214716982
926,1396851548.899,214716967
926,1396851611.073,214717001
923,1396872201.249,214821277
923,1396872208.471,214821277
923,1396872234.259,214826810
923,1396872329.291,214709685
923,1396872380.826,214706441
923,1396872384.87,214706441
923,1396872541.192,214709735
902,1396907267.284,214702751
902,1396907287.624,214712342
899,1396894326.071,214710075
899,1396895392.087,214829257
899,1396895555.924,214710075
899,1396895650.349,214710075
1018,1396850012.39,214545928
1018,1396853605.926,214545928
1018,1396853616.483,214545928
1018,1396854321.948,214545928
1018,1396854335.579,214545928
1018,1396854360.023,214545928
1018,1396854378.529,214545928
1022,1396861917.719,214826705
1022,1396861971.445,214826705
1022,1396862042.587,214585397
1013,1396891725.563,214826702
1013,1396891856.307,214586923
1014,1396902104.669,214821275
1014,1396902555.55,214601462
1014,1396902601.348,214546121
1014,1396902738.749,214686086
996,1396875587.573,214601407
996,1396875711.322,214826621
996,1396875819.45,214556025
996,1396875855.395,214564380
996,1396875866.961,214826617
969,1396847757.291,214827009
969,1396848068.857,214820225
964,1396842231.211,214531862
964,1396842233.207,214531862
1089,1396896349.286,214613743
1089,1396896615.204,214586610
1116,1396880535.434,214820227
1116,1396881179.689,214820261
1116,1396881324.464,214584907
1116,1396881502.382,214820261
1112,1396885536.963,214819410
1112,1396885594.215,214819410
1108,1396869162.547,214842281
1108,1396869220.266,214842268
1108,1396869292.979,214842380
1108,1396869676.233,214840760
1111,1396877461.192,214574147
1111,1396877533.639,214580302
1111,1396877714.296,214680422
1127,1396876168.521,214586923
1127,1396876385.785,214826627
1123,1396851016.926,214826803
1123,1396851652.604,214716924
1148,1396873192.985,214535621
1148,1396873442.557,214536320
1148,1396873586.316,214535621
1148,1396873798.799,214535621
1148,1396873814.762,214535621
1141,1396885389.592,214826816
1141,1396885403.995,214826816
1024,1396903675.285,214826955
1024,1396903781.262,214826955
1024,1396903804.083,214826955
1024,1396903840.337,214826835
1028,1396868053.124,214551913
1028,1396868205.529,214551913
1029,1396910203.657,214540635
1029,1396910490.133,214540635
1054,1396898606.662,214557755
1054,1396898922.765,214557755
1041,1396864188.186,214556840
1041,1396864188.192,214820842
1041,1396866147.223,214716461
1066,1396901354.457,214839905
1066,1396901532.627,214819685
1066,1396901863.387,214702749
1066,1396902725.223,214839902
1066,1396903130.726,214839902
1063,1396848589.371,214821305
1063,1396848626.737,214821305
1081,1396869534.244,214833800
1081,1396869593.919,214833802
1081,1396869612.601,214587650
1081,1396869783.826,214835585
1081,1396869813.84,214833802
1223,1396856346.035,214826801
1223,1396856353.461,214826801
1223,1396856405.214,214826627
1223,1396856476.743,214687685
1223,1396856601.003,214826837
1223,1396856751.924,214826908
1223,1396856769.879,214717286
1223,1396856824.252,214826872
1223,1396856888.878,214826619
1223,1396856925.081,214826619
1223,1396857006.689,214826998
1223,1396857020.84,214826998
1223,1396857375.945,214667921
1223,1396857408.949,214820400
1223,1396857445.972,214601233
1223,1396857577.556,214716667
1223,1396857634.194,214819376
1223,1396860801.111,214819562
1223,1396860830.397,214819562
1224,1396878929.11,214819562
1224,1396879078.476,214819562
1236,1396889060.017,214826927
1236,1396889070.942,214698420
1247,1396892354.925,214705659
1247,1396892976.781,214705659
1247,1396893237.314,214531517
1242,1396859080.083,214819777
1242,1396859199.248,214826750
1183,1396842097.677,214558192
1183,1396842383.632,214827007
1183,1396842408.241,214834865
1183,1396842432.569,214826925
1183,1396842470.827,214827000
1193,1396853208.502,214826617
1193,1396853229.66,214826612
1193,1396853255.453,214826615
1193,1396853267.307,214717877
1193,1396853366.136,214826621
1193,1396853445.177,214586711
1193,1396853468.04,214821307
1193,1396853497.838,214821341
1192,1396864461.206,214704180
1192,1396864673.618,214704180
1202,1396864463.556,214826705
1202,1396864490.43,214826897
1397,1396884321.835,214826705
1397,1396884615.11,214826816
1397,1396885025.82,214826705
1399,1396885310.843,214613893
1399,1396885501.947,214639305
1393,1396898419.4,214826816
1393,1396898458.265,214826816
1392,1396853544.222,214826799
1392,1396853589.206,214826900
1392,1396854626.448,214826799
1388,1396862752.268,214537925
1388,1396862827.22,214537967
1388,1396862961.413,214512425
1388,1396863091.896,214512425
1387,1396849638.981,214834865
1387,1396849678.845,214826925
1387,1396849737.853,214827000
1387,1396849742.832,214826925
1387,1396849785.555,214577518
1387,1396850288.043,214551617
1306,1396892794.155,214827007
1306,1396892928.45,214821300
1304,1396899703.807,214551626
1304,1396900869.301,214826801
1301,1396892710.791,214821279
1301,1396892948.044,214708367
1343,1396864739.049,214536502
1343,1396865204.959,214820441
1343,1396865293.259,214821290
1343,1396865560.629,214827015
1343,1396865721.935,214821309
1343,1396865745.479,214551617
1327,1396870630.875,214826897
1327,1396870843.09,214718210
1327,1396870877.342,214711280
1327,1396871027.846,214718199
1313,1396906784.468,214652885
1313,1396906918.903,214652885
1473,1396869537.298,214839313
1473,1396869839.199,214839313
1487,1396872514.984,214702787
1487,1396872514.987,214702787
1487,1396872601.461,214509084
1487,1396872602.199,214509084
1526,1396866609.908,214702749
1526,1396866669.969,214702796
1526,1396866814.778,214826747
1526,1396866888.224,214844357
1522,1396901557.651,214508557
1522,1396902083.373,214842446
1522,1396902325.712,214691563
1522,1396902386.762,214691563
1522,1396902660.296,214840940
1522,1396902811.625,214840940
1506,1396857761.816,214835120
1506,1396857797.813,214532072
1506,1396857797.868,214532070
1433,1396863299.55,214537775
1433,1396863351.03,214553604
1467,1396884001.179,214829741
1467,1396884025.15,214820201
1467,1396884102.528,214687685
1468,1396897843.277,214708370
1468,1396898041.227,214579288
1469,1396897069.236,214709685
1469,1396897097.552,214829737
1469,1396897116.847,214829737
1452,1396862338.458,214827022
1452,1396862436.028,214685795
1452,1396862477.123,214687685
1452,1396862484.719,214702877
1452,1396862501.696,214840412
1452,1396862555.053,214821315
1452,1396862629.366,214821341
1452,1396862742.141,214687685
1452,1396862755.225,214840410
1642,1396882341.659,214535621
1642,1396882359.554,214535621
1643,1396871462.959,214827005
1643,1396871570.18,214827000
1643,1396871973.685,214826925
1643,1396872040.899,214834865
1643,1396872092.328,214834865
1643,1396872109.324,214828987
1643,1396872197.165,214558192
1643,1396872560.005,214826912
1643,1396872766.531,214684841
1643,1396872802.991,214571188
1643,1396872817.911,214714794
1643,1396872859.585,214577518
1643,1396872872.018,214651427
1643,1396872892.165,214714790
1643,1396873098.86,214842575
1646,1396848339.425,214684513
1646,1396848421.551,214546102
1633,1396856069.021,214821309
1633,1396856157.365,214821313
1636,1396898296.003,214835120
1636,1396898323.26,214704182
1636,1396898324.97,214704182
1636,1396898395.677,214530705
1636,1396898422.903,214701787
1636,1396898425.442,214701787
1636,1396898534.551,214701787
1636,1396898554.548,214530705
1636,1396898564.22,214701787
1636,1396898581.892,214835287
1659,1396886752.296,214644650
1659,1396886861.156,214530542
1659,1396887013.542,214530542
1659,1396887065.697,214602322
1659,1396887125.078,214530542
1659,1396887196.262,214644650
1659,1396887245.755,214530542
1659,1396887332.972,214530542
1662,1396866404.828,214826912
1662,1396866432.927,214828987
1662,1396866478.793,214827000
1661,1396902896.782,214556840
1661,1396903030.028,214840417
1661,1396903352.625,214539110
1661,1396903456.286,214613743
1654,1396856590.394,214832557
1654,1396856669.278,214717888
1654,1396856741.239,214832559
1654,1396856763.786,214601197
1608,1396868204.234,214743515
1608,1396868233.242,214676580
1604,1396904868.255,214827022
1604,1396904970.227,214687685
1604,1396904985.615,214537775
1604,1396905032.084,214556840
1604,1396905073.988,214537775
1604,1396905090.529,214687685
1604,1396905100.443,214840412
1604,1396905133.033,214840410
1604,1396905148.263,214840412
1604,1396905161.18,214687685
1604,1396905184.184,214556840
1604,1396905267.565,214702877
1604,1396905373.204,214753693
1604,1396905618.206,214840412
1604,1396905681.653,214642059
1616,1396896880.457,214743495
1616,1396896919.312,214574672
1616,1396896984.097,214640017
1616,1396897008.358,214554765
1616,1396897118.492,214586469
1616,1396897297.788,214821277
1616,1396897316.724,214821277
1616,1396897440.037,214574670
1616,1396897558.654,214548103
1616,1396897591.768,214556861
1616,1396897633.188,214583947
1616,1396897681.163,214706460
1616,1396897807.945,214708095
1616,1396897871.268,214820235
1616,1396898073.15,214820387
1621,1396883856.765,214826912
1621,1396883911.119,214558192
1621,1396883975.535,214828987
1621,1396884012.153,214826912
1621,1396884027.372,214834865
1621,1396884088.624,214826925
1621,1396884122.813,214827000
1621,1396884141.991,214827005
1621,1396884200.449,214827002
1621,1396884246.914,214826998
1621,1396884298.255,214826927
1621,1396884337.997,214821300
1621,1396884511.854,214827026
1621,1396884796.212,214826908
1621,1396884961.592,214714757
1579,1396860594.262,214826891
1579,1396860845.936,214826891
1568,1396901292.619,214821275
1568,1396901404.394,214821275
1568,1396901507.801,214821275
1568,1396901549.912,214821275
1592,1396859327.856,214827015
1592,1396859434.273,214827030
1592,1396859720.264,214820441
1544,1396872482.399,214826810
1544,1396872518.885,214821277
1543,1396871369.488,214686086
1543,1396871744.989,214829312
1543,1396871780.166,214685795
1543,1396871840.099,214546102
1543,1396872048.814,214684115
1763,1396848313.499,214678839
1763,1396848549.507,214567404
1762,1396887444.886,214839740
1762,1396887542.369,214839740
1762,1396887574.735,214839740
1762,1396887630.212,214839740
1764,1396889713.194,214712237
1764,1396889730.877,214704180
1764,1396889753.591,214712235
1764,1396890033.338,214835120
1774,1396891022.043,214539845
1774,1396891071.123,214537967
1778,1396898678.68,214584812
1778,1396898740.593,214537532
1778,1396898797.471,214537532
1787,1396861991.322,214832557
1787,1396862004.072,214717888
1787,1396862049.36,214826835
1787,1396862601.561,214826835
1791,1396861680.305,214826702
1791,1396861775.278,214684513
1791,1396861887.909,214821290
1791,1396862060.239,214691428
1791,1396862080.253,214691396
1791,1396862120.697,214820413
1791,1396862352.145,214821279
1791,1396862472.503,214827005
1734,1396882844.22,214840762
1734,1396882844.343,214840762
1739,1396901868.491,214832557
1739,1396902155.726,214826810
1739,1396902856.512,214546102
1743,1396878875.283,214821305
1743,1396878932.962,214821341
1743,1396878973.339,214551624
1743,1396879018.282,214821341
1742,1396863963.847,214821300
1742,1396864084.088,214691426
1753,1396884522.467,214833800
1753,1396884534.515,214833802
1753,1396884549.112,214587609
1754,1396889046.604,214833800
1754,1396889075.994,214833802
1758,1396886154.118,214706460
1758,1396886277.743,214589711
1758,1396886294.719,214567072
1758,1396886347.449,214558192
1758,1396886362.919,214684845
1758,1396886440.798,214714790
1758,1396886523.069,214553604
1758,1396887930.679,214594680
1714,1396871578.333,214534597
1714,1396871593.511,214677722
1677,1396858172.203,214820201
1677,1396858343.096,214820842
1677,1396858437.965,214820201
1677,1396858559.803,214842290
1677,1396858771.699,214550390
1677,1396858826.16,214550390
1677,1396858853.127,214515825
1672,1396862507.919,214826810
1672,1396862580.913,214827011
1672,1396862671.585,214827011
1672,1396862811.689,214811754
1672,1396862882.939,214711297
1684,1396866991.831,214839902
1684,1396866993.4,214839902
1686,1396842782.935,214714586
1686,1396842795.792,214714586
1692,1396857046.163,214820201
1692,1396857151.894,214705745
1692,1396857173.087,214709690
1692,1396857203.096,214844297
1692,1396857293.349,214820195
1688,1396894358.289,214826705
1688,1396894385.33,214826816
1688,1396894435.519,214826816
1688,1396894485.868,214826816
1688,1396894500.805,214826816
1688,1396894574.645,214826816
1688,1396894579.835,214826705
1689,1396906962.147,214536195
1689,1396907131.998,214748265
1689,1396907265.793,214536197
1689,1396907386.683,214536193
1689,1396907464.904,214829282
1689,1396907491.629,214829282
1689,1396908032.241,214538574
1689,1396908226.85,214748300
1689,1396908259.648,214748300
1689,1396908285.966,214748338
1908,1396860352.081,214821315
1908,1396860404.001,214586711
1897,1396848708.596,214819376
1897,1396848727.851,214826837
1897,1396848729.537,214586694
1897,1396848730.445,214819376
1899,1396871493.312,214826837
1899,1396871505.544,214819376
1889,1396880825.79,214826908
1889,1396880849.652,214717286
1889,1396880865.88,214826837
1889,1396880889.2,214640017
1889,1396880969.144,214510044
1876,1396858592.386,214714794
1876,1396858621.633,214571188
1871,1396875536.481,214826810
1871,1396875730.014,214827013
1871,1396875733.796,214551748
1871,1396876036.439,214826741
1871,1396876036.612,214701812
1871,1396876036.972,214826745
1871,1396876040.759,214645181
1868,1396877074.912,214712115
1868,1396877089.546,214712115
1868,1396877309.3,214708372
1844,1396870869.397,214535621
1844,1396871204.755,214535621
1824,1396870865.478,214839902
1824,1396870957.829,214839902
1811,1396875479.839,214684841
1811,1396875672.759,214709634
1811,1396875674.225,214709634
1811,1396875730.768,214709634
1811,1396875732.596,214709634
1811,1396875844.96,214709634
1811,1396875846.572,214709634
1808,1396864097.394,214612695
1808,1396864738.261,214702787
1808,1396864738.502,214702787
1797,1396869628.151,214827015
1797,1396869664.362,214712107
1797,1396869998.989,214821309
2033,1396886325.078,214748338
2033,1396887153.165,214748338
2033,1396887250.26,214748338
2046,1396898820.931,214826627
2046,1396898957.217,214826955
2046,1396898984.798,214826955
2046,1396899031.899,214826606
2046,1396899106.27,214708367
2046,1396899137.781,214708303
2046,1396899182.658,214820225
2046,1396899273.938,214706441
2046,1396899277.679,214706441
2046,1396899307.626,214699213
2046,1396899398.463,214760897
2046,1396899401.931,214760897
2046,1396899495.297,214760897
2046,1396899498.293,214760897
2046,1396899574.131,214761508
2046,1396899719.983,214717562
2046,1396899722.843,214717562
2046,1396900022.144,214834987
2046,1396900024.214,214834987
2017,1396847239.908,214535621
2017,1396847331.044,214537037
2029,1396852555.841,214820441
2029,1396852601.856,214841060
2008,1396892171.101,214716937
2008,1396892226.742,214716973
2008,1396892714.808,214716973
1984,1396870240.177,214827005
1984,1396870264.15,214826925
1994,1396866335.698,214638480
1994,1396866427.21,214551594
1997,1396856927.189,214769117
1997,1396856951.232,214770007
1997,1396858356.574,214640017
1968,1396866561.288,214546102
1968,1396866653.207,214827020
1968,1396866848.292,214709634
1968,1396866960.016,214827022
1968,1396867006.585,214827030
1978,1396858220.577,214746427
1978,1396858335.732,214753515
1967,1396852868.161,214510044
1967,1396854312.148,214725542
1966,1396894180.447,214826801
1966,1396894204.546,214826702
1942,1396894193.42,214639190
1942,1396894220.905,214827009
1938,1396899880.422,214835760
1938,1396901447.869,214587650
1938,1396901501.126,214587611
1938,1396901610.31,214587650
1938,1396901653.357,214835585
1932,1396863234.952,214826955
1932,1396863397.565,214826955
1932,1396863440.18,214826835
1931,1396844183.528,214826705
1931,1396844231.345,214826810
2201,1396893916.682,214835120
2201,1396893985.636,214835120
2201,1396894083.584,214577490
2201,1396894266.943,214508304
2201,1396895081.208,214835120
2201,1396895478.624,214835120
2201,1396896194.835,214835120
2201,1396896306.955,214835120
2207,1396873535.489,214819586
2207,1396876074.368,214832557
2183,1396888888.07,214839995
2183,1396889396.062,214839313
2183,1396889801.292,214839313
2183,1396889831.43,214839313
2227,1396857254.572,214820441
2227,1396860763.727,214587028
2227,1396860844.154,214826619
2227,1396860896.614,214826932
2271,1396877140.144,214702796
2271,1396877182.742,214553936
2271,1396877332.658,214821315
2271,1396877560.595,214551626
2259,1396897941.628,214551917
2259,1396899193.633,214551917
2259,1396899280.237,214551917
2259,1396900344.127,214551917
2259,1396900522.082,214827030
2259,1396901634.335,214551917
2259,1396901664.454,214551917
2259,1396901758.004,214551917
2259,1396901913.646,214827030
2259,1396903104.454,214774667
2259,1396905381.721,214551917
2259,1396905415.907,214551917
2253,1396840977.902,214532070
2253,1396841151.332,214820237
2253,1396841197.621,214826925
2253,1396841219.067,214827000
2294,1396878647.562,214691396
2294,1396878701.827,214826627
2294,1396878724.015,214826606
2294,1396878756.294,214839313
2294,1396878819.848,214839997
2294,1396878848.305,214839999
2292,1396880798.677,214826955
2292,1396880866.66,214826955
2277,1396856645.866,214826816
2277,1396856657.065,214826705
2274,1396899792.449,214696967
2274,1396899839.621,214684093
2274,1396899842.391,214684093
2064,1396885363.456,643078783
2064,1396885385.647,643078783
2069,1396848576.981,214826606
2069,1396848713.94,214826612
2069,1396848810.018,214716935
2074,1396871554.206,214826810
2074,1396871700.319,214829285
2074,1396871880.91,214826932
2074,1396871998.173,214826876
